"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Harness, Saddlery, Leather, and Leatherware","Others","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Ships, Boats, and their Equipment","Shipwright, boatbuilder, designer, worker, apprentice","Male","45 and under 65 Years",220
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Ships, Boats, and their Equipment","Ship-rigger","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Ships, Boats, and their Equipment","Block, oar, mast maker","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Ships, Boats, and their Equipment","Sailmaker and assistant","Male","45 and under 65 Years",55
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Furniture","Cabinet, furniture maker, and apprentice","Male","45 and under 65 Years",196
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Furniture","Bed, mattress maker, upholsterer, and assistant","Male","45 and under 65 Years",29
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Furniture","Undertaker, coffin-maker","Male","45 and under 65 Years",10
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Furniture","Others","Male","45 and under 65 Years",11
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Chemicals and By-products","Manufacturing chemist","Male","45 and under 65 Years",4
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Chemicals and By-products","Ink, blacking maker","Male","45 and under 65 Years",3
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Chemicals and By-products","Salt, soda, alkali, starch, blue maker","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Chemicals and By-products","Chemical-manure maker","Male","45 and under 65 Years",5
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Art and Mechanic Productions in which Materials of various Kinds are employed in combination.","Chemicals and By-products","Others","Male","45 and under 65 Years",7
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Textile Fabrics","Woollen manufacturer, weaver, spinner, and other workers (all branches)","Male","45 and under 65 Years",133
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Textile Fabrics","Silk manufacturer, spinner, and other workers (all branches)","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Textile Fabrics","Dyer, scourer, calenderer","Male","45 and under 65 Years",11
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Textile Fabrics","Others","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Clothing manufacturer, tailor, cutter, fitter, sewing-machinist","Male","45 and under 65 Years",363
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Milliner, dressmaker","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Shirtmaker, seamstress","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Hatter, cap, bonnet maker","Male","45 and under 65 Years",10
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Sock, stocking maker, knitter","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Furrier, rug-maker","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Boot, shoe, manufacturer, maker, cutter, clicker, repairer, sewing-machinist","Male","45 and under 65 Years",740
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Umbrella, fan, parasol, maker, mender","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Feather-dresser, glove-cleaner","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Dress","Others","Male","45 and under 65 Years",5
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Mat, matting maker","Male","45 and under 65 Years",3
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Rope, cord maker, and assistant","Male","45 and under 65 Years",32
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Canvas, sailcloth maker","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Tent, tarpaulin maker","Male","45 and under 65 Years",11
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Bag, sack, sacking maker","Male","45 and under 65 Years",3
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Phormium, flax miller, owner, and all workers","Male","45 and under 65 Years",217
"Industrial",NA,"Persons engaged in connection with the Manufacture of, or in Repairs, Cleansing, or other Processes relating to, Textile Fabrics, Dress, and Fibrous Materials.","Fibrous Materials","Others","Male","45 and under 65 Years",8
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Slaughterhouse-keeper, slaughterman, son assisting","Male","45 and under 65 Years",19
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Meat-preserver, sausage-maker, ham-curer, and assistant","Male","45 and under 65 Years",26
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Fish-curer and assistant","Male","45 and under 65 Years",14
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Cheese, butter maker, milk-preserver, and assistant","Male","45 and under 65 Years",15
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Animal-food refrigerator and assistant","Male","45 and under 65 Years",35
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Animal Food","Others","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Miller, meal, flour worker, and assistant","Male","45 and under 65 Years",121
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Baker, biscuit, pastry maker, and assistant","Male","45 and under 65 Years",340
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Fruit-preserver, jam-maker, and assistant","Male","45 and under 65 Years",7
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Confectionery-maker and assistant","Male","45 and under 65 Years",12
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Sugar-mill owner, refiner, and assistant","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Vegetable Food","Others","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Brewer, bottler, and others engaged in connection with brewing","Male","45 and under 65 Years",130
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Maltster, son assisting","Male","45 and under 65 Years",35
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Distiller and rectifier of spirits, bottler","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Wine-manufacturer (not grower), bottler","Male","45 and under 65 Years",5
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Ginger-beer, soda-water, cordial manufacturer, and assistant","Male","45 and under 65 Years",65
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Coffee, chicory roaster","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Tea mixer, taster","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Tobacco, cigar, cigarette, snuff manufacturer","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Spice, mustard, pepper maker","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Pickles, sauce, vinegar maker","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in connection with the Manufacture of or in other Processes relating to Food, Drink, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Others","Male","45 and under 65 Years",6
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Animal Matters (not otherwise classed)","Soap-boiler and assistant","Male","45 and under 65 Years",19
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Animal Matters (not otherwise classed)","Tallow-melter, boiler-down (not meat-preserver)","Male","45 and under 65 Years",6
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Animal Matters (not otherwise classed)","Fellmonger and assistant","Male","45 and under 65 Years",65
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Animal Matters (not otherwise classed)","Bonedust-manure manufacturer","Male","45 and under 65 Years",4
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Animal Matters (not otherwise classed)","Others","Male","45 and under 65 Years",3
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Firewood, billet chopper","Male","45 and under 65 Years",70
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Fencer, hurdle-maker","Male","45 and under 65 Years",59
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Bark-mill owner, worker","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Cooper, relative assisting","Male","45 and under 65 Years",60
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Sawmill owner, sawyer, and assistant","Male","45 and under 65 Years",406
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Working in Wood","Others","Male","45 and under 65 Years",12
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Workers in Vegetable Produce for Fodder","Chaffcutter, relative assisting","Male","45 and under 65 Years",10
"Industrial",NA,"Persons, not otherwise classed, engaged in Manufactures or other Processes connected with Animal and Vegetable Substances.","Paper Manufacturers","Paper maker, labourer, and assistant","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Gasworks service, officer, clerk, workman, fitter","Male","45 and under 65 Years",63
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Coke manufacturer","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Electric light or energy producer, officer, clerk","Male","45 and under 65 Years",5
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Charcoal-burner","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Others","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Stone cutter, dresser, monumental mason (not engaged in houses or buildings)","Male","45 and under 65 Years",18
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Lime-burner, relative assisting","Male","45 and under 65 Years",5
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Plaster, cement-maker","Male","45 and under 65 Years",7
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Brick, tile maker, relative assisting","Male","45 and under 65 Years",116
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Pottery-maker and assistant","Male","45 and under 65 Years",19
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Glass worker, manufacturer","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","China, earthenware maker, mender","Male","45 and under 65 Years",4
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Asphalte and pitch manufacturer, relative assisting","Male","45 and under 65 Years",10
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Others","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Goldsmith, silversmith, jeweller, and assistant","Male","45 and under 65 Years",37
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Lapidary, precious-stones worker","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Electro-plater, plater","Male","45 and under 65 Years",1
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Others","Male","45 and under 65 Years",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Copper smith, worker, apprentice","Male","45 and under 65 Years",8
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Tin, zinc worker","Male","45 and under 65 Years",57
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Lead, antimony worker","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Malleable-iron manufacturer, worker, roller, smelter, puddler","Male","45 and under 65 Years",24
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Cast-iron founder, moulder, worker, apprentice","Male","45 and under 65 Years",60
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Blacksmith, farrier, whitesmith, and apprentice","Male","45 and under 65 Years",521
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Brass founder, worker, moulder, brazier, and apprentice","Male","45 and under 65 Years",17
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Locksmith","Male","45 and under 65 Years",2
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Others","Male","45 and under 65 Years",13
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Master builder, contractor, foreman, measurer, clerk, inspector, &c.","Male","45 and under 65 Years",335
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Stonemason, hewer, hodman, mason's labourer","Male","45 and under 65 Years",160
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Bricklayer, hodman, bricklayer's labourer, relative assisting","Male","45 and under 65 Years",216
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Carpenter, joiner, turner, carpenter's labourer, apprentice, &c.","Male","45 and under 65 Years",1790
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Slater, shingler, slater's labourer","Male","45 and under 65 Years",10
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Plasterer, plasterer's labourer, and assistant","Male","45 and under 65 Years",60
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","House-painter, paperhanger, glazier, decorator, and assistant","Male","45 and under 65 Years",352
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","House-plumber, bellhanger, and apprentice","Male","45 and under 65 Years",96
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Others","Male","45 and under 65 Years",10
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Road, railway contractor","Male","45 and under 65 Years",90
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Skilled assistant, foreman, inspector, timekeeper, clerk","Male","45 and under 65 Years",58
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Carter, waggoner","Male","45 and under 65 Years",36
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Engine-driver, fireman (at works)","Male","45 and under 65 Years",20
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Navvy, road, railway labourer, excavator, ballast-man","Male","45 and under 65 Years",482
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Stone-breaker, stonebreaking-machine worker","Male","45 and under 65 Years",21
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Dredge-worker, diving-bell worker","Male","45 and under 65 Years",8
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Drainer, pavior","Male","45 and under 65 Years",16
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Others","Male","45 and under 65 Years",9
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Cemetery-keeper, gravedigger, labourer","Male","45 and under 65 Years",4
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Scavenger, street-cleaner","Male","45 and under 65 Years",3
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Chimney-sweep","Male","45 and under 65 Years",22
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Nightman, nightcart-driver","Male","45 and under 65 Years",6
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Others","Male","45 and under 65 Years",3
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Mechanic, manufacturer (so defined)","Male","45 and under 65 Years",13
